"conceptSetId","conceptSetName","conceptId","conceptName","standardConcept","invalidReason","conceptCode","vocabularyId"
79,"[C07][AI3] Systemic Sclerosis",134442,"Systemic sclerosis","S","V","89155008","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",255304,"Lung disease with systemic sclerosis","S","V","196133001","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",443422,"Scleroderma","N","D","201441006","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",606390,"Diffuse systemic sclerosis of childhood","S","V","1144925008","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",788695,"Systemic scleroderma","C","V","10078638","MedDRA"
79,"[C07][AI3] Systemic Sclerosis",1200513,"Systemic sclerosis sine scleroderma","C","V","10079544","MedDRA"
79,"[C07][AI3] Systemic Sclerosis",1419000,"Sclerodactyly","N","V","L94.3","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419001,"Sclerodactyly","N","V","L94.300","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419002,"Hardening toe (machine translation)","N","V","L94.301","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419798,"Systemic sclerosis","N","V","M34","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419799,"Progressive systemic sclerosis","N","V","M34.0","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419800,"Progressive systemic sclerosis","N","V","M34.000","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419801,"CR(E)ST syndrome","N","V","M34.1","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419802,"CR(E)ST syndrome","N","V","M34.100","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419805,"Other forms of systemic sclerosis","N","V","M34.8","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419806,"Other forms of systemic sclerosis","N","V","M34.800","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419807,"Between scleroderma pulmonary fibrosis (machine translation)","N","V","M34.801","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419808,"Bushi Ke hard swelling disease (machine translation)","N","V","M34.802","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419809,"Thibie day - Weisen Bach syndrome (machine translation)","N","V","M34.803","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419810,"Systemic sclerosis myopathy (machine translation)","N","V","M34.804","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419811,"Hard swollen extremities disease (machine translation)","N","V","M34.805","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419812,"Systemic sclerosis, unspecified","N","V","M34.9","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1419813,"Systemic sclerosis, unspecified","N","V","M34.900","ICD10CN"
79,"[C07][AI3] Systemic Sclerosis",1570619,"Systemic sclerosis [scleroderma]","N","V","M34","ICD10CM"
79,"[C07][AI3] Systemic Sclerosis",1570620,"Other forms of systemic sclerosis","N","V","M34.8","ICD10CM"
79,"[C07][AI3] Systemic Sclerosis",3074039,"Scleroderma NOS","N","U","156454008","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3087551,"Scleroderma syndrome","N","U","128457007","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3087552,"Systemic sclerosis, limited","N","U","128459005","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3106699,"Calcinosis, Raynaud's phenomenon, sclerodactyly, oesophageal dysfunction, telangiectasia syndrome","N","U","156453002","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3128113,"Systemic sclerosis","N","U","201440007","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3128114,"Scleroderma","N","U","201441006","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3128115,"Calcinosis, Raynaud's phenomenon, sclerodactyly, oesophageal dysfunction, telangiectasia syndrome","N","U","201442004","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3138560,"Scleroderma variant","N","U","239905000","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3142629,"Systemic sclerosis","N","U","268049000","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3145132,"Scleroderma NOS","N","U","287005009","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3160446,"Acroscleroderma","N","U","50803006","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3171984,"Acute scleroderma renal crisis","N","V","236503001","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3178718,"Nail dystrophy due to systemic sclerosis","N","V","403520007","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3181012,"Systemic sclerosis without skin thickening","N","V","128461001","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3187024,"Hypothyroidism due to systemic sclerosis","N","V","63115005","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3223676,"Scleroderma-associated necrotizing vasculitis","N","V","403518009","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3225171,"Systemic sclerosis with limited cutaneous involvement","N","V","298285004","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3227866,"Calcinosis cutis due to systemic sclerosis","N","V","403514006","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3247608,"Progressive systemic sclerosis","N","V","444133002","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3248494,"Primary biliary cirrhosis co-occurrent with systemic scleroderma","N","V","715401008","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3259599,"Telangiectasia due to systemic sclerosis","N","V","403516008","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3276638,"Scleroderma syndrome","N","V","89155008","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3278910,"Cutaneous complication of systemic sclerosis","N","V","402713007","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3284340,"Myopathy due to systemic sclerosis","N","V","193252005","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3287506,"Dilated cardiomyopathy due to systemic sclerosis","N","V","35719004","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3329289,"Renal involvement in scleroderma","N","V","236502006","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3332594,"Poikiloderma due to systemic sclerosis","N","V","403519001","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3334231,"Systemic sclerosis, limited","N","V","299276009","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3351804,"Paediatric onset systemic sclerosis","N","V","724603009","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3365893,"Glomerulonephritis co-occurrent and due to scleroderma","N","V","89681000119101","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3367568,"Scleroderma with organ / system involvement","N","V","239902002","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3375129,"Hypermelanosis due to systemic sclerosis","N","V","403515007","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3376175,"Lung disease with systemic sclerosis","N","V","196133001","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3383111,"Scleroderma with multisystem involvement","N","V","239903007","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3387261,"Pericarditis co-occurrent and due to scleroderma","N","V","87442008","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3388858,"Diffuse cutaneous systemic sclerosis","N","V","128460000","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3402139,"Telangiectasia of nailfolds due to systemic sclerosis","N","V","403517004","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3407075,"Sclerodactyly","N","V","201051000","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3411640,"Polyneuropathy due to systemic sclerosis","N","V","322461000119108","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3443310,"Calcinosis, Raynaud's phenomenon, sclerodactyly, and telangiectasia syndrome","N","V","62382002","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3469412,"Calcinosis, Raynaud's phenomenon, esophageal dysmotility, sclerodactyly, and telangiectasia syndrome","N","V","31848007","Nebraska Lexicon"
79,"[C07][AI3] Systemic Sclerosis",3519336,"Progressive systemic sclerosis","N","U","509461000000100","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",3538241,"Scleroderma NOS","N","U","646861000000105","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",3545815,"Renal involvement in scleroderma","N","U","855841000000105","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",3545897,"Acute scleroderma renal crisis","N","U","857181000000104","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",4027230,"Systemic sclerosis sine scleroderma","S","V","128461001","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",4027727,"Systemic sclerosis, diffuse","S","V","128460000","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",4063582,"Systemic sclerosis induced by drugs and chemicals","N","U","201443009","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",4103019,"Limited systemic sclerosis","S","V","299276009","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",4105026,"Myopathy due to scleroderma","S","V","193252005","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",4122176,"Scleroderma NOS","N","U","287005009","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",4126439,"Acute scleroderma renal crisis","S","V","236503001","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",4128222,"Renal involvement in scleroderma","S","V","236502006","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",4135937,"CREST syndrome","S","V","31848007","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",4147604,"Dilated cardiomyopathy due to systemic sclerosis","S","V","35719004","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",4185187,"Systemic sclerosis with limited cutaneous involvement","S","V","298285004","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",4266527,"CRST syndrome","S","V","62382002","SNOMED"
79,"[C07][AI3] Systemic Sclerosis",4268472,"Hypothyroidism due to scleroderma","S","V","63115005","SNOMED"
