"conceptSetId","conceptSetName","conceptId","conceptName","standardConcept","invalidReason","conceptCode","vocabularyId"
68,"[C03][AI2] Diabetes Macular Edema",380097,"Macular edema due to diabetes mellitus","S","V","312912001","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",1449982,"Mild diabetic macular edema","S","V","1354552000","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",1449983,"Moderate diabetic macular edema","S","V","1354553005","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",1449984,"Severe diabetic macular edema","S","V","1354554004","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",3655914,"Cystoid macular edema due to diabetes mellitus","S","V","870421009","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",3655948,"Persistent macular edema due to diabetes mellitus","S","V","870529009","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",3656194,"Centrally involved macular edema due to diabetes mellitus","S","V","871778008","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",3656195,"Non centrally involved macular edema due to diabetes mellitus","S","V","871781003","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",4162095,"Macular edema not clinically significant due to diabetes mellitus","S","V","399864000","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",4195498,"Mixed maculopathy due to diabetes mellitus","S","V","314015001","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",4199039,"Diffuse exudative maculopathy due to diabetes mellitus","S","V","314010006","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",4210872,"Focal exudative maculopathy due to diabetes mellitus","S","V","314011005","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",4221344,"Exudative maculopathy due to type 1 diabetes mellitus","S","V","420486006","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",4223463,"Exudative maculopathy due to type 2 diabetes mellitus","S","V","421779007","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",4266042,"High risk proliferative retinopathy with clinically significant macula edema due to diabetes mellitus","S","V","399874002","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",4269870,"Non-high-risk proliferative retinopathy with clinically significant macular edema due to diabetes mellitus","S","V","399875001","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",4290822,"Severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus","S","V","399872003","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",4290823,"Very severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus","S","V","399877009","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",35626067,"Macular edema of right eye due to diabetes mellitus","S","V","769217008","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",35626068,"Macular edema of left eye due to diabetes mellitus","S","V","769218003","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",35626069,"Macular edema due to type 1 diabetes mellitus","S","V","769219006","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",35626070,"Macular edema due to type 2 diabetes mellitus","S","V","769220000","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",35626071,"Clinically significant macular edema of right eye due to diabetes mellitus","S","V","769221001","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",35626072,"Clinically significant macular edema of left eye due to diabetes mellitus","S","V","769222008","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",35626764,"Clinically significant macular edema due to diabetes mellitus","S","V","770097006","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",45770830,"Macular edema and retinopathy due to type 2 diabetes mellitus","S","V","97331000119101","SNOMED"
68,"[C03][AI2] Diabetes Macular Edema",45770831,"Proliferative retinopathy with retinal edema due to type 2 diabetes mellitus","S","V","97341000119105","SNOMED"
